title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
"OWC 16TB Archive Pro LTO-7 Sol. w/Tape, Cleaner, SSD, Canister",OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,16 TB,16000,Thunderbolt 3,USB-C,300,,,,,False,,,,,3,Archive Forever,10199.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-7-sol-wtape-cleaner-16tb-ssd-canister.html
OWC 12TB Archive Pro LTO-8 Solution w/Tape & Cleaner - /30TB *Includes Canister,OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,12 TB,12000,Thunderbolt 3,USB-C,300,,,,,False,,,,,3,Archive Forever,7999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-8-solution-wtape-cleaner-12tb30tb-includes-canister.html
"OWC 4TB Archive Pro LTO-8 w/Tape, Cleaner & NVMe SSD",OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,4 TB,4000,Thunderbolt 3; PCIe/NVMe,USB-C,300,,,,,True,,,,,3,Archive Forever,8949.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-8-wtape-cleaner-4tb-nvme-ssd.html
OWC 8TB Archive Pro LTO-8 Sol. + NVMe SSD w/Tape & Cleaner,OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,8 TB,8000,Thunderbolt 3; PCIe/NVMe,USB-C,300,,,,,True,,,,,3,Archive Forever,9999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-8-sol-8tb-nvme-ssd-wtape-cleaner.html
OWC 18TB Archive Pro LTO-9 Solution w/Tape & Cleaner - /45TB *includes Canister,OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,18 TB,18000,Thunderbolt 3; SATA,USB-C,300,,,1,,True,,,,,3,Archive Forever,10999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-9-solution-wtape-cleaner-18tb45tb-includes-canister.html
"OWC 4TB Archive Pro LTO-9 w/Tape, Cleaner & NVMe SSD",OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,4 TB,4000,Thunderbolt 3; PCIe/NVMe,USB-C,300,,,,,True,,,,,3,Archive Forever,11949.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-9-wtape-cleaner-4tb-nvme-ssd.html
"OWC 8TB Archive Pro LTO-9 w/Tape, Cleaner, NVMe SSD, Canister",OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,8 TB,8000,Thunderbolt 3; PCIe/NVMe,USB-C,300,,,,,False,,,,,3,Archive Forever,12999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-9-wtape-cleaner-8tb-nvme-ssd-canister.html
"Glyph Technologies Atom EV USB 3.2 Gen 2 Type-C External SSD (1TB, 2TB, 4TB, 8TB)",Glyph,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.0; SATA,USB-C; USB-A,,,,,,True,,,,True,,Edit Fast; Offload & Ingest; On-Set Capture,319.99,0.84,False,https://www.filmtools.com/glyph-technologies-atom-ev-usb-3-2-gen-2-type-c-external-ssd-1tb-2tb-4tb-8tb.html
OWC 12TB Gemini 2-Bay Thunderbolt 3 Raid Array (2 x 6TB),OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,6 TB,6000,Thunderbolt 3; SATA; Ethernet,USB-C; USB-A,,,7200,2,0,False,,,,,,Backup & Redundancy; Team & Network,1149.99,0.84,False,https://www.filmtools.com/owc-gemini-12tb-2-bay-thunderbolt-3-raid-array-2-x-6tb.html
SanDisk Professional G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array,SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,desktop,80 TB,80000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4104.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raid-shuttle-4-80tb-4-bay-1.html
Sony TG-2 Thumb Grip for RX1R III,Sony,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,1,,299.99,0.0,True,https://www.filmtools.com/sony-tg-2-thumb-grip-for-rx1r-iii.html
"OWC ThunderBay 4 4-Bay Thunderbolt 3 RAID Array (4 x , RAID 5 Enterprise Edition) (Various Capacities)",OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,,,Thunderbolt 3; Thunderbolt 2; SATA,USB-C,,,7200,4,5,False,,,,,,Backup & Redundancy; Team & Network,3699.99,0.62,False,https://www.filmtools.com/owc-thunderbay-4-4-bay-thunderbolt-3-raid-array-4-x-raid-5-enterprise-edition-various-capacities.html
OWC ThunderBay 4 4-Bay Thunderbolt 3 RAID 5 Array (4 x ) (Various Capacities),OWC,Multi-Bay & RAID,4-Bay,hdd,desktop,,,Thunderbolt 3; Thunderbolt 2,,,,,4,5,False,,,,,,Backup & Redundancy; Team & Network,1299.99,0.63,False,https://www.filmtools.com/owc-thunderbay-4-4-bay-thunderbolt-3-raid-5-array-4-x-various-capacities.html
OWC Mercury Elite Pro Quad RAID 5 4-Drive HDD Storage Solution,OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,2 TB,2000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,947,,7200,4,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,1149.99,0.77,False,https://www.filmtools.com/8tb-owc-mercury-elite-pro-quad-raid-5-4-drive-hdd-storage-solution-1.html
SmallRig Shotgun Microphone Holder (Cold Shoe) BSM2352,SmallRig,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,39.99,0.0,True,https://www.filmtools.com/smallrig-shotgun-microphone-holder-cold-shoe-bsm2352.html
OWC Mercury Elite Pro Dual 2-Bay Thunderbolt 2 RAID Array (Various),OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,,,Thunderbolt 2; USB 3.2 Gen 1; USB 3.1; USB 3.0; USB 2.0; SATA,,474,,,2,0; 1,False,,,,,,Backup & Redundancy; Edit Fast,549.99,0.62,False,https://www.filmtools.com/owc-mercury-elite-pro-dual-2-bay-thunderbolt-2-raid-array-various.html
OWC Thunderbolt 5 Hub,OWC,Readers & Docks,Docks & Hubs,hub,accessory,,,Thunderbolt 5; Thunderbolt 4; Thunderbolt 3; USB4; USB 3.2 Gen 2x2,USB-C; USB-A,,,,,,False,,,,True,,Offload & Ingest,179.99,0.66,False,https://www.filmtools.com/owc-mercury-elite-pro-5tb-hard-drive-usb-3-0-fw800-esa-2.html
OWC Mercury Elite Pro Quad 4-Bay USB 3.1 Gen 2 Type-C RAID Array,OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,0 GB,0,USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,525,536,7200,4,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,1849.99,0.82,False,https://www.filmtools.com/owc-mercury-elite-pro-quad-24tb-4-bay-usb-3-1-gen-2-type-c-raid-array-4x6tb-owcmeqctsrt24-1.html
OWC 16TB ThunderBay 4 - - Dual Thunderbolt 3 - RAID5,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,16 TB,16000,Thunderbolt 3; SATA,USB-C,607,,7200,4,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,1599.99,0.83,False,https://www.filmtools.com/owc-thunderbay-4-16tb-dual-thunderbolt-3-raid5.html
"SanDisk Professional 160TB G-RAID Shuttle 8 8-Bay RAID Array (8 x 20TB, Thunderbolt 3 & USB 3.2 Gen 2)",SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,portable,20 TB,20000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1690,1490,7200,8,0; 1; 5; 6,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,10239.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raid-shuttle-8-160tb-8-bay.html
DJI Goggles 2 Foam Padding,DJI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,25.0,0.0,True,https://www.filmtools.com/dji-goggles-2-foam-padding.html
OWC Envoy Pro USB 3.0 SSD Enclosure for MacBook Pro and iMacs,OWC,Drives,Solid-State Drives (SSD),ssd,portable,,,USB 3.0; USB 2.0,,500,,,,,False,,,,True,1,Offload & Ingest,59.99,0.62,False,https://www.filmtools.com/owc-envoy-pro-usb-3-0-ssd-enclosure-for-mac-book-pro-and-i-macs.html
"OWC ThunderBlade X8 8-Bay Thunderbolt 3 RAID Array (8 x ) (8TB, 16TB, 32TB)",OWC,Multi-Bay & RAID,6-Bay & Up,hdd,bare_internal,8 TB,8000,Thunderbolt 3; PCIe/NVMe,,,,,8,0; 4; 5,True,,,,,,Archive Forever; Backup & Redundancy; Team & Network,2999.99,0.84,False,https://www.filmtools.com/owc-thunderblade-x8-8-bay-thunderbolt-3-raid-array-8-x-8tb-16tb-32tb.html
ARRI Optical Cleaning Cloth 14.6 x 17.7 inch,ARRI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,31.61,0.0,True,https://www.filmtools.com/arri-optical-cleaning-cloth-14-6-x-17-7-inch.html
"OWC Mercury Elite Pro mini USB-C Portable Hard Drive (1TB, 2TB)",OWC,Drives,Hard Disk Drives (HDD),hdd,rugged_portable,1 TB,1000,,USB-C; USB-A,,,,,,True,,,,True,3,On-Set Capture,149.99,0.82,False,https://www.filmtools.com/owc-mercury-elite-pro-mini-usb-c-portable-hard-drive-1tb-2tb.html
OWC miniStack External Storage Enclosure with USB 3.2 (5Gb/s),OWC,Drives,Bare / Internal Drives,enclosure,desktop,,,USB 3.2 Gen 1; SATA,USB-A,208,,,,,False,,,,False,1,,79.99,0.63,False,https://www.filmtools.com/owc-ministack-external-storage-enclosure-with-usb-32-5gbs.html
"OWC Mercury Elite Pro Dual 2-Bay Thunderbolt 2 RAID Array (4TB, 16TB, 20TB)",OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,4 TB,4000,Thunderbolt 2; USB 3.0,,,,,2,0; 1,False,,,,,,Backup & Redundancy,399.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-dual-2-bay-thunderbolt-2-raid-array-4tb-16tb-20tb.html
OWC 24TB Mercury Elite Pro Quad 4-Bay USB 3.1 Gen 2 Type-C RAID Array (4 x 6TB),OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,6 TB,6000,USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,525,536,7200,4,0; 5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,1849.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-quad-24tb-4-bay-usb-3-1-gen-2-type-c-raid-array-4x6tb-owcmeqctsrt24.html
OWC 6TB miniStack 7200RPM USB 3.1 Gen 1 Storage Solution,OWC,Drives,Bare / Internal Drives,hdd,bare_internal,6 TB,6000,Thunderbolt 4; USB 3.2 Gen 1; USB 3.1; SATA; PCIe/NVMe,USB-C; USB-A,770,770,7200,,,False,,,,False,3,,319.99,0.84,False,https://www.filmtools.com/owc-6tb-ministack-7200rpm-usb-31-gen-1-storage-solution.html
Glyph Technologies Thunderbolt 3 Dock,Glyph,Readers & Docks,Docks & Hubs,dock,accessory,,,Thunderbolt 3; USB 3.2 Gen 2; USB 3.2 Gen 1; USB 3.1; PCIe/NVMe; Ethernet,USB-C; USB-A,,,,,,True,,,,False,,Offload & Ingest; Team & Network,149.99,0.66,False,https://www.filmtools.com/glyph-technologies-thunderbolt-3-dock.html
OWC 8TB ThunderBlade External Thunderbolt 3 Solid-State Drive,OWC,Multi-Bay & RAID,2-Bay,ssd,desktop,8 TB,8000,Thunderbolt 3; PCIe/NVMe,USB-C,2800,2450,,,0,False,,,,,3,Edit Fast,3499.99,0.85,False,https://www.filmtools.com/owc-8tb-thunderblade-external-thunderbolt-3-solid-state-drive.html
SmallRig Swivel & Tilt Monitor Mount w/ Cold Shoe BSE2346B,SmallRig,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,32.99,0.0,True,https://www.filmtools.com/smallrig-swivel-tilt-monitor-mount-w-cold-shoe-bse2346b.html
OWC 4TB miniStack USB 3.1 Gen 1 External Hard Drive,OWC,Drives,Hard Disk Drives (HDD),hdd,desktop,4 TB,4000,USB 3.2 Gen 1; USB 3.1; USB 3.0,USB-A,208,,,,,False,,,,,,Backup & Redundancy,249.99,0.85,False,https://www.filmtools.com/owc-4tb-ministack-usb-3-1-gen-1-external-hard-drive.html
OWC 96TB ThunderBay 8 8-Bay Thunderbolt 3 RAID 5 Array (8 x 12TB Enterprise),OWC,Multi-Bay & RAID,6-Bay & Up,hdd,desktop,12 TB,12000,Thunderbolt 3; SATA,USB-C,2586,,,8,0; 1; 4; 5,True,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,6999.99,0.85,False,https://www.filmtools.com/owc-thunder-bay-8-96tb-8-bay-thunderbolt-3-raid-5-array-8-x-12tb-enterprise.html
OWC 16TB ThunderBay 8 8-Bay Thunderbolt 3 RAID 5 Array (8 x 2TB),OWC,Multi-Bay & RAID,6-Bay & Up,hdd,desktop,2 TB,2000,Thunderbolt 3; USB 3.1; SATA,USB-C,,,,8,0; 1; 5,False,,,,,3,Backup & Redundancy; Team & Network,2399.99,0.85,False,https://www.filmtools.com/owc-thunder-bay-8-16tb-8-bay-thunderbolt-3-raid-5-array-8-x-2tb.html
Studio Network Solutions (SNS) EVO Expansion Chassis for 16 Bay and 8 Bay 128TB,SNS,Multi-Bay & RAID,6-Bay & Up,hdd,rackmount,128 TB,128000,SATA,,,,,16,,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,39949.0,0.87,False,https://www.filmtools.com/studio-network-solutions-sns-evo-expansion-chassis-for-16-bay-and-8-bay-128tb.html
"Oyen Digital Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Enclosure",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,,,USB 3.2 Gen 1; USB 3.1; USB 3.0; FireWire 800; SATA,,,,,5,0; 1; 3; 5; 10,False,,,,,,Backup & Redundancy; Team & Network,279.0,0.62,False,https://www.filmtools.com/oyen-digital-mobius-5-bay-firewire-800-esata-usb-3-0-raid-enclosure.html
OWC 96TB ThunderBay Flex 8 8-Bay Thunderbolt 3 RAID Array (8 x 12TB HDDs),OWC,Multi-Bay & RAID,6-Bay & Up,hdd,bare_internal,12 TB,12000,Thunderbolt 3; USB 3.2 Gen 2; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,7200,8,0,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,8059.99,0.84,False,https://www.filmtools.com/owc-thunder-bay-flex-8-96tb-8-bay-thunderbolt-3-raid-array-8-x-12tb-hd-ds.html
Apricorn Aegis Configurator on USB key bundled with an approved 10-port USB hub (5 amp power supply),Apricorn,Readers & Docks,Docks & Hubs,hub,accessory,,,,,,,,,,False,,,,,,Offload & Ingest,399.0,0.44,True,https://www.filmtools.com/apricorn-aegis-configurator-on-usb-key-bundled-with-an-approved-10-port-usb-hub-5-amp-power-supply.html
OWC 64TB ThunderBay 8 8-Bay Thunderbolt 3 RAID 5 Array (8 x 8TB Enterprise),OWC,Multi-Bay & RAID,6-Bay & Up,hdd,desktop,8 TB,8000,Thunderbolt 3; SATA,USB-C,2586,,,8,0; 1; 4; 5,True,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,5699.99,0.85,False,https://www.filmtools.com/owc-thunder-bay-8-64tb-8-bay-thunderbolt-3-raid-5-array-8-x-8tb-enterprise.html
Viviana Straps Chest Extreme for Lavalier Microphones Black,Viviana,Uncategorized,Needs Review,unknown,rugged_portable,,,,,,,,,,True,,,,,,,44.0,0.16,True,https://www.filmtools.com/viviana-straps-chest-extreme-for-lavalier-microphones-black.html
Viviana Straps Chest Extreme for Lavalier Microphones White,Viviana,Uncategorized,Needs Review,unknown,rugged_portable,,,,,,,,,,True,,,,,,,44.0,0.16,True,https://www.filmtools.com/viviana-straps-chest-extreme-for-lavalier-microphones-white.html
Viviana VHG Directional Dual-Hook Carabiner with Removable Harness Ring,Viviana,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,32.99,0.0,True,https://www.filmtools.com/viviana-vhg-directional-dual-hook-carabiner-with-removable-harness-ring.html
Viviana Beetle Modular Lav Concealer for Sanken COS-11D Black,Viviana,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,1,,19.0,0.0,True,https://www.filmtools.com/viviana-beetle-modular-lav-concealer-for-sanken-cos-11d-black.html
PSC Headphone Softie - Pair of Soft Headphone Ear-Pad Covers Small-Red,PSC,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,18.95,0.0,True,https://www.filmtools.com/psc-headphone-softie-pair-of-soft-headphone-ear-pad-covers-small-red.html
Glyph 1TB Technologies Atom EV USB 3.2 Gen 2 Type-C External SSD,Glyph,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.0; SATA,USB-C; USB-A,,,,,,True,,,,True,,Edit Fast; Offload & Ingest; On-Set Capture,319.99,0.84,False,https://www.filmtools.com/glyph-atom-ev-ssd-1tb-usb-c-3-2-gen-2-usb-3-0-compatible-with-thunderbolt-3.html
OWC 32TB ThunderBay 8 8-Bay Thunderbolt 3 RAID 5 Array (8 x 4TB),OWC,Multi-Bay & RAID,6-Bay & Up,hdd,desktop,4 TB,4000,Thunderbolt 3; USB 3.1; SATA,USB-C,,,,8,0; 1; 5,False,,,,,3,Backup & Redundancy; Team & Network,2999.99,0.85,False,https://www.filmtools.com/owc-thunderbay-8-32tb-8-bay-thunderbolt-3-raid-5-array-8-x-4tb.html
OWC 8TB Mercury Elite Pro Quad RAID 5 4-Drive HDD Storage Solution,OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,8 TB,8000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.1; SATA,USB-C; USB-A,947,,7200,4,0; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,1149.99,0.84,False,https://www.filmtools.com/8tb-owc-mercury-elite-pro-quad-raid-5-4-drive-hdd-storage-solution.html
"HP 45TB LTO 9 Data Cartridge, of storage capacity (18TB for non-compressed data)",HPe,Archive & Backup,LTO Tape,tape,deck_or_cartridge,18 TB,18000,,,1000,,,,,False,,,,,,Archive Forever,102.6,0.66,False,https://www.filmtools.com/hp-lto-9-data-cartridge-45tb-of-storage-capacity-18tb-for-non-compressed-data.html
"OWC 64TB ThunderBay 4 4-Bay Thunderbolt 3 RAID Array (4 x 16TB, RAID 5 Enterprise Edition)",OWC,Multi-Bay & RAID,4-Bay,hdd,bare_internal,16 TB,16000,Thunderbolt 3; Thunderbolt 2; SATA,USB-C,2800,,7200,4,5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4399.99,0.84,False,https://www.filmtools.com/owc-thunderbay-4-64tb-4-bay-thunderbolt-3-raid-array-4-x-16tb-raid-5-enterprise-edition.html
Global Dynamics GDU Sticker Pack,GDU,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,18.0,0.0,True,https://www.filmtools.com/global-dynamics-gdu-sticker-pack.html
Symply LTO-7 Half Height Drive upgrade for Desktop XTH enclosures,Symply,Archive & Backup,LTO Tape,tape,deck_or_cartridge,,,,,,,,,,False,,,,,,Archive Forever,3599.0,0.43,True,https://www.filmtools.com/symply-lto-7-half-height-drive-upgrade-for-desktop-xth-enclosures.html
Glyph 4TB Technologies Atom Pro NVMe Thunderbolt 3 SSD,Glyph,Drives,Solid-State Drives (SSD),ssd,portable,4 TB,4000,Thunderbolt 3; PCIe/NVMe,,2600,,,,,False,,,,True,,Edit Fast; Offload & Ingest,999.99,0.84,False,https://www.filmtools.com/glyph-technologies-4tb-atom-pro-nvme-thunderbolt-3-ssd.html
Glyph 8TB Technologies Atom EV USB 3.2 Gen 2 Type-C External SSD,Glyph,Drives,Solid-State Drives (SSD),ssd,rugged_portable,8 TB,8000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.0; SATA,USB-C; USB-A,,,,,,True,,,,True,,Edit Fast; Offload & Ingest; On-Set Capture,1599.99,0.84,False,https://www.filmtools.com/glyph-technologies-8tb-atom-ev-usb-3-2-type-c-external-ssd.html
SanDisk Professional 80TB G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array (4 x 20TB),SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,desktop,20 TB,20000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,5899.99,0.85,False,https://www.filmtools.com/sandisk-professional-g-raid-shuttle-4-80tb-4-bay.html
Powerex MH-C490F Stealth Two-Hour Compact 4-Bank 9V NiMH Battery Charger,Powerex,Uncategorized,Needs Review,unknown,portable,,,,,,,,,,False,,,,,3,,28.95,0.17,True,https://www.filmtools.com/powerex-mh-c490f-stealth-two-hour-compact-4-bank-9v-nimh-battery-charger.html
OWC 16TB Mercury Elite Pro External Storage Solution with USB 3.2 (5Gb/s),OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,16 TB,16000,SATA,USB-A,252,252,7200,,,True,,,,False,3,,949.99,0.83,False,https://www.filmtools.com/cartoni-lamda-head-1-pan-short-handle-5.html
Kino Flo Kino 41K Mount Wing with Baby Receiver (16mm),Kino Flo,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,145.0,0.0,True,https://www.filmtools.com/kino-flo-kino-41k-mount-wing-with-baby-receiver-16mm-smtpbw41.html
DJI Avata Drone Propellers Guard,DJI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,29.0,0.0,True,https://www.filmtools.com/dji-avata-drone-propellers-guard.html
DJI Avata ND Filters Set (ND8/16/32),DJI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,79.0,0.0,True,https://www.filmtools.com/dji-avata-nd-filters-set-nd81632.html
DJI Goggles 2 Adjustable Elastic Velcro Headband	 Strap,DJI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,,,19.0,0.0,True,https://www.filmtools.com/dji-goggles-2-adjustable-elastic-velcro-headband-strap.html
OWC U.2 NVMe Interchange System Bay Insert for Mercury Helios 3S,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,16 TB,16000,Thunderbolt 3; PCIe/NVMe,,,,,,,False,,,,,2,Edit Fast,34.99,0.77,False,https://www.filmtools.com/owc-u-2-nv-me-interchange-system-bay-insert-for-mercury-helios-3s.html
OWC U.2 NVMe Interchange System for the Mercury Helios 3S,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,16 TB,16000,Thunderbolt 3; SATA; PCIe/NVMe,,2631,,,,,False,,,,,2,Edit Fast,59.0,0.77,False,https://www.filmtools.com/owc-u-2-nv-me-interchange-system-for-the-mercury-helios-3s.html
"OWC Mercury Elite Pro 3.5"" SATA III to USB 3.2 Gen 1 Enclosure",OWC,Drives,Bare / Internal Drives,enclosure,desktop,16 TB,16000,USB 3.2 Gen 1; SATA,USB-A,252,,,,,True,,,,False,1,,59.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-3-5-sata-iii-to-usb-3-2-gen-1-enclosure.html
"OWC Mercury Elite Pro mini 2.5"" SATA to USB Type-C Portable Storage Enclosure",OWC,Drives,Bare / Internal Drives,enclosure,rugged_portable,,,SATA,USB-C; USB-A,,,,,,True,,,,True,,,44.99,0.66,False,https://www.filmtools.com/owc-mercury-elite-pro-mini-2-5-sata-to-usb-type-c-portable-storage-enclosure.html
OWC 5-in-1 Port Thunderbolt 3 Mini Dock,OWC,Readers & Docks,Docks & Hubs,dock,accessory,,,Thunderbolt 3; USB 3.2 Gen 1; USB 3.1; USB 2.0; Ethernet,USB-C; USB-A,,,,,,False,,,,True,2,Offload & Ingest; Team & Network,119.99,0.66,False,https://www.filmtools.com/owc-5-in-1-port-thunderbolt-3-mini-dock.html
OWC ThunderBlade X Spacer and Vertical Stacker for Multiple ThunderBlades,OWC,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,1,,19.99,0.0,True,https://www.filmtools.com/owc-thunderblade-x-spacer-and-vertical-stacker-for-multiple-thunderblades.html
OWC 48TB Flex 1U4 4-Bay Thunderbolt 3 (4 x 12TB),OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,12 TB,12000,Thunderbolt 3; Thunderbolt 2; USB 3.2 Gen 2; USB 3.1; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,4299.99,0.87,False,https://www.filmtools.com/owc-48tb-flex-1u4-4-bay-thunderbolt-3-4-x-12tb.html
Oyen Digital Fortis 5C 5-Bay External Drive Array,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,,,,,,,,,5,,False,,,,,,Backup & Redundancy; Team & Network,279.0,0.23,True,https://www.filmtools.com/oyen-digital-fortis-5c-5-bay-external-drive-array.html
Oyen Digital Fortis 5C 5-Bay External Drive,Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,,,,,,,,,5,,False,,,,,,Backup & Redundancy; Team & Network,2219.0,0.23,True,https://www.filmtools.com/oyen-digital-fortis-5c-5-bay-external-drive.html
OWC 20TB Mercury Elite Pro External Storage Solution with USB 3.2 (5Gb/s),OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,20 TB,20000,USB 3.2 Gen 1; SATA,USB-A,252,252,7200,,,True,,,,False,3,,1149.99,0.83,False,https://www.filmtools.com/owc-20tb-mercury-elite-pro-external-storage-solution-with-usb-32-5gbs.html
"OWC Drive Dock USB 3.2 Dual Bay for 2.5/3.5"" NVMe U.2 SATA",OWC,Multi-Bay & RAID,2-Bay,ssd,desktop,,,USB 3.2 Gen 2; SATA; PCIe/NVMe,USB-C; USB-A,1250,,,2,,False,,,,,2,Backup & Redundancy; Edit Fast,149.99,0.63,False,https://www.filmtools.com/owc-drive-dock-usb-3-2-10gb-s-dual-drive-bay-solution-for-2-5-and-3-5-nvme-u-2-and-sata-drives.html
OWC 8TB Gemini 2-Bay Thunderbolt 3 Raid Array (2 x 4TB),OWC,Multi-Bay & RAID,2-Bay,hdd,desktop,4 TB,4000,Thunderbolt 3; SATA; Ethernet,USB-A,,,3000,2,0,True,,,,,,Backup & Redundancy; Team & Network,4999.99,0.85,False,https://www.filmtools.com/owc-gemini-8tb-thunderbolt-3-dock-and-dual-drive-ssd-raid-external-storage-solution.html
"OWC Gemini 2-Bay Thunderbolt 3 Raid Array (2 x ) (8TB, 36TB)",OWC,Multi-Bay & RAID,2-Bay,hdd,desktop,8 TB,8000,Thunderbolt 3; SATA; Ethernet,USB-A,,,3000,2,0,True,,,,,,Archive Forever; Backup & Redundancy; Team & Network,4999.99,0.85,False,https://www.filmtools.com/owc-gemini-2-bay-thunderbolt-3-raid-array-2-x-8tb-36tb.html
