title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
Zoom H5 Handy Recorder with Interchangeable Microphone System,Zoom,Recorders,Field Recorders,recorder,portable,0 GB,0,USB 2.0,,,,,,,False,,,,True,,,279.99,0.82,False,https://www.filmtools.com/zoom-h5-handy-recorder-with-interchangeable-microphone-system.html
Atomos USB-C 3.1 Powered Docking Station,Atomos,Readers & Docks,Docks & Hubs,dock,accessory,,,,USB-C,,,,,,False,,,,,1,Offload & Ingest,75.0,0.59,False,https://www.filmtools.com/atomos-powered-docking-station-w-usb-2.html
Zoom H8 Handy Recorder,Zoom,Recorders,Field Recorders,recorder,,512 GB,512,,,,,,,,False,,,,,,,399.99,0.38,True,https://www.filmtools.com/zoom-h8-handy-recorder.html
Zoom BTA-2 Bluetooth Adapter for PodTrak P4,Zoom,Recorders,Field Recorders,recorder,,,,,,,,,,,False,,,,,,,59.99,0.18,True,https://www.filmtools.com/zoom-bta-2-bluetooth-adapter-for-podtrak-p4.html
Viviana Cloud Wireless File Backup Solution for Sound Devices Field Recorders,Viviana,Readers & Docks,Card Readers,reader,accessory,,,USB 2.0,USB-C; USB-A,100,,,,,False,,,,,3,Offload & Ingest,399.0,0.6,False,https://www.filmtools.com/viviana-cloud-wireless-file-backup-solution-for-sound-devices-field-recorders.html
Samsung 4TB T7 Shield Portable SSD (Black),Samsung,Drives,Solid-State Drives (SSD),ssd,rugged_portable,4 TB,4000,USB 3.2 Gen 2,USB-C,,,,,,True,IP65,,256-bit AES,,,Offload & Ingest; On-Set Capture,1276.152941,0.88,False,https://www.filmtools.com/samsung-4tb-t7-shield-portable-ssd-black.html
ARRI 2TB CODEX Compact Drive + Dock Bundle,ARRI,Readers & Docks,Docks & Hubs,dock,accessory,2 TB,2000,Thunderbolt 3; USB 3.2 Gen 2x2; PCIe/NVMe,,,,,,,False,,,,,,Offload & Ingest,13400.0,0.88,False,https://www.filmtools.com/arri-codex-compact-drive-2tb-dock-bundle.html
ARRI 2TB CODEX Compact Drive set 6x2TB,ARRI,Uncategorized,Needs Review,unknown,,2 TB,2000,PCIe/NVMe,,,,,,,False,,,,,1,,24873.8,0.44,True,https://www.filmtools.com/arri-codex-compact-drive-set-6x2tb.html
ARRI CODEX SXR Capture Drive Adapter,ARRI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,1,,381.5,0.0,True,https://www.filmtools.com/arri-codex-sxr-capture-drive-adapter.html
ARRI 1TB CODEX SXR Capture Drive,ARRI,Drives,Bare / Internal Drives,enclosure,rugged_portable,1 TB,1000,USB 3.2 Gen 2x2; PCIe/NVMe,,,,,,,True,,,,,1,,3411.7,0.78,False,https://www.filmtools.com/arri-codex-sxr-capture-drive-1tb.html
ARRI 2TB CODEX SXR Capture Drive,ARRI,Drives,Bare / Internal Drives,enclosure,rugged_portable,2 TB,2000,USB 3.2 Gen 2x2; PCIe/NVMe,,,,,,,True,,,,,1,,5515.4,0.78,False,https://www.filmtools.com/arri-codex-sxr-capture-drive-2tb.html
ARRI CODEX XR Capture Drive Adapter,ARRI,Uncategorized,Needs Review,unknown,,,,,,,,,,,False,,,,,1,,381.5,0.0,True,https://www.filmtools.com/arri-codex-xr-capture-drive-adapter.html
Zoom F1 Field Recorder with Lavalier Microphone,Zoom,Recorders,Field Recorders,recorder,portable,32 GB,32,USB 2.0,,,,,,,False,,,,,,,169.99,0.82,False,https://www.filmtools.com/zoom-f1-field-recorder-with-lavalier-microphone-zf1lp.html
OWC 8TB Gemini 2-Bay Thunderbolt 3 Raid Array (2 x 4TB),OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,4 TB,4000,Thunderbolt 3; SATA; Ethernet,USB-C; USB-A,,,7200,2,0,False,,,,,,Backup & Redundancy; Team & Network,879.99,0.84,False,https://www.filmtools.com/owc-gemini-8tb-2-bay-thunderbolt-3-raid-array-2-x-4tb.html
"SanDisk Extreme PRO Portable SSD V2 (1TB, 2TB, 4TB)",SanDisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,USB 3.2 Gen 2,USB-C; USB-A,1000,,,,,True,IP55,,256-bit AES,True,,Offload & Ingest; On-Set Capture,249.99,0.88,False,https://www.filmtools.com/sandisk-extreme-pro-portable-ssd-v2-1tb-2tb-4tb.html
OWC 4TB ThunderBlade External Thunderbolt 3 Solid-State Drive,OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,4 TB,4000,Thunderbolt 3; Thunderbolt 2; PCIe/NVMe,USB-C,2800,2450,,,0,False,,,,,3,Edit Fast,2299.99,0.84,False,https://www.filmtools.com/owc-4tb-thunderblade-external-thunderbolt-3-solid-state-drive-owctb3tbv4t04.html
SanDisk 2TB Extreme Portable SSD V2 (Black),Sandisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,2 TB,2000,USB 3.2 Gen 2,USB-C; USB-A,1000,,,,,True,IP55,,256-bit AES,True,5,Offload & Ingest; On-Set Capture,319.99,0.88,False,https://www.filmtools.com/sandisk-2tb-extreme-portable-ssd-v2.html
SanDisk 1TB Extreme PRO Portable SSD V2,SanDisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,USB 3.2 Gen 2,USB-C; USB-A,1000,,,,,True,IP55,,256-bit AES,True,,Offload & Ingest; On-Set Capture,249.99,0.88,False,https://www.filmtools.com/sandisk-1tb-extreme-portable-ssd-v2.html
OWC Thunderbolt 3 Dual DisplayPort Adapter,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,,,Thunderbolt 3,USB-C,,,,,,False,,,,True,1,,79.99,0.6,False,https://www.filmtools.com/owc-thunderbolt-3-dual-displayport-adapter.html
OWC Thunderbolt Go Dock,OWC,Readers & Docks,Docks & Hubs,dock,accessory,,,Thunderbolt 4; PCIe/NVMe; Ethernet; SDXC UHS-II,USB-C; USB-A,,,,,,True,,,,True,2,Offload & Ingest; Team & Network,229.99,0.66,False,https://www.filmtools.com/owc-thunderbolt-go-dock.html
Sandisk Professional 6TB G-DRIVE® ArmorATD™ Rugged Drive,Sandisk,Drives,Hard Disk Drives (HDD),hdd,rugged_portable,6 TB,6000,Thunderbolt 3; USB 3.2 Gen 1; SATA,USB-C,130,,,,,True,IP54,1.2,,,3,On-Set Capture,399.99,0.79,False,https://www.filmtools.com/sandisk-professional-6tb-g-drive-armor-atd-rugged-drive.html
OWC AKiTiO Node Titan Thunderbolt 3 eGPU Enclosure 650W PSU,OWC,Drives,Bare / Internal Drives,enclosure,desktop,,,Thunderbolt 3; PCIe/NVMe,USB-C,,,,,,False,,,,,3,,369.99,0.63,False,https://www.filmtools.com/owc-akitio-node-titan-thunderbolt-3-egpu-enclosure-650w-psu.html
OWC miniStack STX Stackable Storage Enclosure with Thunderbolt Hub Xpansion,OWC,Readers & Docks,Docks & Hubs,hub,accessory,,,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,,,,False,,,,False,1,Offload & Ingest,249.99,0.66,False,https://www.filmtools.com/owc-ministack-stx-stackable-storage-enclosure-with-thunderbolt-hub-xpansion.html
"OWC 2TB miniStack STX & Thunderbolt Hub Xpansion (2TB HDD, Matte Black)",OWC,Drives,Bare / Internal Drives,hdd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,3,,429.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-2tb-hdd-thunderbolt-hub-storage.html
OWC 4TB miniStack STX (2TB HDD + 2TB NVMe) Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,,,Edit Fast,929.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-40tb-2tb-hdd-2tb-nvme-thunderbolt-hub.html
OWC 6TB miniStack STX (2TB HDD + 4TB NVMe) Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,,,,False,,,,,3,Edit Fast,1429.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-60tb-2tb-hdd-4tb-nvme-thunderbolt-hub.html
OWC 10TB miniStack STX (2TB HDD + 8TB NVMe) Stackable Storage & Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,,Edit Fast,2479.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-10tb-2tb-hdd-8tb-nvme-stackable-storage-thunderbolt-hub.html
"OWC 4TB miniStack STX & Thunderbolt Hub Xpansion (4TB HDD, Matte Black)",OWC,Drives,Bare / Internal Drives,hdd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,,,7200,,,False,,,,,3,,479.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-4tb-hdd-thunderbolt-hub-stackable-storage.html
OWC 12TB miniStack STX (4TB HDD + 8TB NVMe) Storage & Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,,3,Edit Fast,2549.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-12tb-4tb-hdd-8tb-nvme-storage-thunderbolt-hub.html
OWC 6TB miniStack STX HDD Stackable Thunderbolt Hub,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,6 TB,6000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,,,7200,,1,False,,,,False,3,Backup & Redundancy,569.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-60tb-hdd-stackable-thunderbolt-hub.html
OWC 7TB miniStack STX Stackable Storage & Thunderbolt Hub,OWC,Readers & Docks,Docks & Hubs,hub,accessory,7 TB,7000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,,3,Offload & Ingest,969.99,0.88,False,https://www.filmtools.com/owc-7tb-ministack-stx-stackable-storage-thunderbolt-hub.html
OWC miniStack STX 14TB (6TB HDD + 8TB NVMe) Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,6 TB,6000,Thunderbolt 4; SATA; PCIe/NVMe,,770,,,,,False,,,,,,Edit Fast,2649.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-14tb-6tb-hdd-8tb-nvme-thunderbolt-hub.html
"OWC 9TB miniStack STX & Thunderbolt Hub Xpansion (1TB SSD + 8TB HDD, Matte Black)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,3,Edit Fast,1149.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-9tb-8tb-hdd1tb-nvme-thunderbolt-hub.html
OWC 12TB miniStack STX (8TB HDD + 4TB NVMe) Storage Thunderbolt Hub,OWC,Drives,Solid-State Drives (SSD),ssd,portable,4 TB,4000,Thunderbolt 4; Thunderbolt 3; USB4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,,3,Edit Fast; Offload & Ingest,1779.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-12tb-8tb-hdd-4tb-nvme-storage-thunderbolt-hub.html
"OWC 14TB miniStack STX & Thunderbolt Hub Xpansion (2TB SSD + 12TB HDD, Matte Black)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,,,,7200,,,False,,,,,,Edit Fast,1449.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-14tb-12tb-hdd-2tb-nvme-thunderbolt-hub.html
OWC 20TB miniStack STX (12TB HDD + 8TB NVMe) Thunderbolt Hub,OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,8 TB,8000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,1,False,,,,False,3,Backup & Redundancy; Edit Fast,2999.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-20tb-12tb-hdd-8tb-nvme-thunderbolt-hub.html
"OWC 17TB miniStack STX & Thunderbolt Hub Xpansion (1TB SSD + 16TB HDD, Matte Black)",OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,,,,7200,,1,False,,,,,,Backup & Redundancy; Edit Fast,1449.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-17tb-storage-thunderbolt-hub.html
OWC 18TB miniStack STX Storage & Thunderbolt Hub (16TB HDD + 2TB NVMe),OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,1579.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-18tb-storage-thunderbolt-hub-16tb-hdd-2tb-nvme.html
"OWC 24TB miniStack STX & Thunderbolt Hub Xpansion (4TB SSD + 20TB HDD, Matte Black)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,,Edit Fast,2279.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-24tb-20tb-hdd-4tb-nvme-thunderbolt-hub.html
OWC 28TB miniStack STX (20TB HDD + 8TB NVMe) Storage & Thunderbolt Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,8 TB,8000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,3329.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-28tb-20tb-hdd-8tb-nvme-storage-thunderbolt-hub.html
OWC 1TB NVMe miniStack STX Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,,,,False,,,,False,3,Edit Fast,649.99,0.84,False,https://www.filmtools.com/owc-1tb-nvme-ministack-stx-thunderbolt-hub-silver.html
OWC 2TB miniStack STX NVMe Storage & Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,,,,False,,,,False,3,Edit Fast,799.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-2tb-nvme-storage-thunderbolt-hub-silver.html
"OWC 2TB miniStack STX & Thunderbolt Hub Xpansion (2TB HDD, Matte Silver)",OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,1,False,,,,,3,Backup & Redundancy,429.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-2tb-hdd-thunderbolt-hub-silver.html
OWC 3TB miniStack STX (2TB HDD + 1TB NVMe) Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,799.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-3tb-2tb-hdd-1tb-nvme-thunderbolt-hub-silver.html
OWC 4TB miniStack STX (2TB HDD + 2TB NVMe) Storage Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,,3,Edit Fast,929.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-4tb-2tb-hdd-2tb-nvme-storage-hub-silver.html
"OWC 6TB miniStack STX & Thunderbolt Hub Xpansion (4TB SSD + 2TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,,,,False,,,,,3,Edit Fast,1429.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-6tb-storage-thunderbolt-hub-silver.html
"OWC 10TB miniStack STX & Thunderbolt Hub Xpansion (8TB SSD + 2TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,,770,,7200,,,False,,,,,,Edit Fast,2479.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-10tb-storage-thunderbolt-hub-silver.html
OWC 4TB miniStack STX HDD Thunderbolt Hub - Silver,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,1,False,,,,False,3,Backup & Redundancy,499.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-4tb-hdd-thunderbolt-hub-silver.html
"OWC 5TB miniStack STX & Thunderbolt Hub Xpansion (1TB SSD + 4TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,True,,,,,3,Edit Fast,869.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-5tb-stackable-storage-thunderbolt-hub-silver.html
"OWC 8TB miniStack STX & Thunderbolt Hub Xpansion (4TB SSD + 4TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; USB4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,3,Edit Fast,1499.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-8tb-4tb-hdd-4tb-nvme-thunderbolt-hub-silver.html
OWC 12TB miniStack STX (4TB HDD + 8TB NVMe) Storage Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,,,,False,,,,False,3,Edit Fast,2549.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-12tb-4tb-hdd-8tb-nvme-storage-hub-silver.html
OWC 10TB miniStack STX (6TB HDD + 4TB NVMe) Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,,,,False,,,,False,3,Edit Fast,1599.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-10tb-6tb-hdd-4tb-nvme-thunderbolt-hub-silver.html
"OWC 9TB miniStack STX & Thunderbolt Hub Xpansion (1TB SSD + 8TB HDD, Matte Silver)",OWC,Drives,Solid-State Drives (SSD),ssd,portable,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,,770,,7200,,,False,,,,,,Edit Fast; Offload & Ingest,1149.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-9tb-storage-thunderbolt-hub-silver.html
OWC 12TB miniStack STX (8TB HDD + 4TB NVMe) Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,1779.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-12tb-8tb-hdd-4tb-nvme-thunderbolt-hub-silver.html
"OWC 14TB miniStack STX & Thunderbolt Hub Xpansion (2TB SSD + 12TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,,Edit Fast,1449.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-14tb-12tb-hdd-2tb-nvme-storage-thunderbolt-hub.html
OWC 16TB miniStack STX (12TB HDD + 4TB NVMe) Thunderbolt Hub - Silver,OWC,Multi-Bay & RAID,2-Bay,ssd,portable,4 TB,4000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,1,False,,,,False,3,Backup & Redundancy; Edit Fast; Offload & Ingest,1949.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-16tb-12tb-hdd-4tb-nvme-thunderbolt-hub-silver.html
"OWC 20TB miniStack STX & Thunderbolt Hub Xpansion (8TB SSD + 12TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,8 TB,8000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,,Edit Fast,2999.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-20tb-12tb-hdd-8tb-nvme-stackable-storage-hub.html
OWC 17TB miniStack STX (16TB HDD + 1TB NVMe) Silver Storage Hub,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,1449.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-17tb-16tb-hdd-1tb-nvme-silver-storage-hub.html
"OWC 18TB miniStack STX & Thunderbolt Hub Xpansion (2TB SSD + 16TB HDD, Matte Silver)",OWC,Drives,Bare / Internal Drives,ssd,bare_internal,2 TB,2000,Thunderbolt 4; USB4; SATA; PCIe/NVMe,USB-C,770,,7200,,,False,,,,,3,Edit Fast,1579.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-18tb-stackable-storage-thunderbolt-hub-silver.html
OWC 24TB miniStack STX (16TB HDD + 8TB NVMe) Thunderbolt Hub - Silver,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,8 TB,8000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,,Edit Fast,3129.99,0.84,False,https://www.filmtools.com/owc-ministack-stx-24tb-16tb-hdd-8tb-nvme-thunderbolt-hub-silver.html
OWC 20TB miniStack STX Storage & Thunderbolt Hub - Silver,OWC,Readers & Docks,Docks & Hubs,hub,accessory,20 TB,20000,Thunderbolt 4; SATA; PCIe/NVMe,USB-C,,,7200,,1,False,,,,,3,Backup & Redundancy; Offload & Ingest,1279.99,0.88,False,https://www.filmtools.com/owc-20tb-ministack-stx-storage-thunderbolt-hub-silver.html
"OWC 22TB miniStack STX & Thunderbolt Hub Xpansion (2TB SSD + 20TB HDD, Matte Silver)",OWC,Drives,Solid-State Drives (SSD),ssd,,2 TB,2000,Thunderbolt 4; Thunderbolt 3; USB4; SATA; PCIe/NVMe,,770,,7200,,,False,,,,,,Edit Fast,1779.99,0.67,False,https://www.filmtools.com/owc-ministack-stx-22tb-stackable-storage-thunderbolt-hub-silver.html
OWC 24TB miniStack STX (20TB HDD+4TB NVMe) Storage & TB Hub - Silver,OWC,Drives,Solid-State Drives (SSD),ssd,desktop,4 TB,4000,Thunderbolt 4; Thunderbolt 3; USB4; SATA; PCIe/NVMe,USB-C,770,770,7200,,,False,,,,False,3,Edit Fast,2279.99,0.85,False,https://www.filmtools.com/owc-ministack-stx-24tb-20tb-hdd4tb-nvme-storage-tb-hub-silver.html
OWC 13TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage/Docking,OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,13 TB,13000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,2399.99,0.87,False,https://www.filmtools.com/owc-13tb-flex-1u4-4-bay-rackmount-thunderbolt-storagedocking.html
OWC Flex 1U4 20TB Rackmount Thunderbolt Storage & PCIe Expansion,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,20 TB,20000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,5000,,7200,,,False,,,,,,,4099.99,0.83,False,https://www.filmtools.com/owc-flex-1u4-20tb-rackmount-thunderbolt-storage-pcie-expansion.html
OWC 68TB Flex 1U4 4-Bay Rackmount Thunderbolt Storage,OWC,Multi-Bay & RAID,4-Bay,hdd,rackmount,68 TB,68000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,5000,,7200,4,,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,6379.99,0.87,False,https://www.filmtools.com/owc-68tb-flex-1u4-4-bay-rackmount-thunderbolt-storage.html
OWC 32.0TB ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,32 TB,32000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,,,4059.99,0.83,False,https://www.filmtools.com/owc-320tb-8x40tb-hdd-thunderbay-flex-8-thunderbolt-3-storage-solution.html
OWC 30TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,30 TB,30000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,2750,1600,,5,False,,,,,,,4399.99,0.83,False,https://www.filmtools.com/owc-30tb-thunderbay-flex-8-thunderbolt-3-storage.html
OWC 200TB ThunderBay Flex 8 Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,200 TB,200000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,8,0; 5,False,,,,,5,Backup & Redundancy; Team & Network,18749.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-200tb-thunderbolt-3-storage-solution.html
OWC 80TB ThunderBay Flex 8 Thunderbolt 3 U.2 NVMe SSD/HDD Storage,OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,80 TB,80000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,7200,,0; 5,False,,,,,5,Edit Fast,13179.99,0.84,False,https://www.filmtools.com/owc-80tb-thunderbay-flex-8-thunderbolt-3-u2-nvme-ssdhdd-storage.html
"OWC 88TB ThunderBay Flex 8 Thunderbolt 3 Storage (4x2TB SSD, 4x20TB HDD)",OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,88 TB,88000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,7200,,5,False,,,,,,Edit Fast,8549.99,0.84,False,https://www.filmtools.com/owc-88tb-thunderbay-flex-8-thunderbolt-3-storage-4x2tb-ssd-4x20tb-hdd.html
OWC 64TB ThunderBay Flex 8 Thunderbolt 3 Storage RAID,OWC,Multi-Bay & RAID,6-Bay & Up,hdd,bare_internal,64 TB,64000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,8,5,False,,,,,,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,7069.99,0.84,False,https://www.filmtools.com/owc-64tb-thunderbay-flex-8-thunderbolt-3-storage-raid.html
OWC 12TB Archive Pro LTO-7 Solution w/Tape & Cleaner - /30TB *Includes Canister,OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,12 TB,12000,Thunderbolt 3,USB-C,300,,,,,True,,,,,3,Archive Forever,5999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-7-solution-wtape-cleaner-12tb30tb-includes-canister.html
"OWC 8TB Archive Pro LTO-7 w/Tape, Cleaner + NVMe SSD Canister",OWC,Archive & Backup,LTO Tape,tape,deck_or_cartridge,8 TB,8000,Thunderbolt 3; PCIe/NVMe,USB-C,300,,,,,True,,,,,3,Archive Forever,7999.99,0.87,False,https://www.filmtools.com/owc-archive-pro-lto-7-wtape-cleaner-8tb-nvme-ssd-canister.html
